,ID_Muestreo,zona,I_PREPALIMENTOS_TIEMPO,J_LIMPIEZAVIV_TIEMPO,L1_LAVAROPA,L2_DOBLAROPA,L3_PLANCHA,L4_CALZADO,L_LIMPIEZAROPA_TIEMPO,O_CUIDOMENOR12_TIEMPO,P_CUIDO12MAS_TIEMPO,TDNR_TIEMPO,Relacion_parentesco,Sexo,niv_escolaridad,Estado_conyugal,Mantiene_hogar,Total
11,19,Urbano,4.66666666666667,2.15,2.0,1.0,0.0833333333333333,0.166666666666667,3.25,,2.16666666666667,23.7666666666667,Jefa o jefe,Hombre,Seis años de  universidad,Casado(a),Sí,15.4833333333333
12,19,Urbano,12.8333333333333,8.06666666666667,1.0,2.0,,,3.66666666666667,,,29.65,Esposo(a) o compañero(a),Mujer,Seis años de  universidad,Casado(a),Sí,27.5666666666667
13,19,Urbano,3.33333333333333,6.5,,,,,,,,29.5833333333333,Jefa o jefe,Hombre,Un  año de universidad,Casado(a),Sí,9.83333333333333
14,19,Urbano,,,,,,,,,,3.0,Esposo(a) o compañero(a),Mujer,Tres años  de universidad,Casado(a),Sí,0.0
15,19,Urbano,,4.5,,,,0.416666666666667,0.416666666666667,,,4.91666666666667,Jefa o jefe,Hombre,Cuatro años de  universidad,Casado(a),Sí,5.33333333333333
16,19,Urbano,5.75,2.05,2.5,,,,2.5,,,13.6333333333333,Esposo(a) o compañero(a),Mujer,Cuatro años de  universidad,Casado(a),No,12.8
17,19,Urbano,4.0,1.41666666666667,1.0,,,0.25,1.25,,,7.16666666666667,Hijo(a),Mujer,Cuatro años de  universidad,Soltero(a),No,7.91666666666667
18,19,Urbano,12.5833333333333,2.25,,,1.25,,1.25,2.83333333333333,1.5,24.9166666666667,Jefa o jefe,Hombre,Quinto secundaria académica con título de bachiller,Soltero(a),Sí,21.6666666666667
19,19,Urbano,13.9166666666667,8.41666666666667,3.0,0.5,,,3.5,0.833333333333333,,26.6666666666667,Hermano(a),Mujer,Quinto secundaria académica con título de bachiller,Soltero(a),No,30.1666666666667
20,19,Urbano,2.0,18.7833333333333,,0.5,1.75,,2.25,,,33.3666666666667,Jefa o jefe,Hombre,Tres años  de universidad,En unión libre o juntado(a),Sí,25.2833333333333
21,19,Urbano,16.7833333333333,8.78333333333333,2.0,2.0,1.5,,5.5,,,40.15,Jefa o jefe,Mujer,Tres años parauniversitaria,Divorciado(a),Sí,36.5666666666667
22,19,Urbano,8.25,6.91666666666667,2.5,0.666666666666667,,,3.16666666666667,,2.0,33.5,Hijo(a),Hombre,Cuarto secundaria académica,Soltero(a),No,23.5
23,19,Urbano,24.4166666666667,0.5,3.0,0.5,,,3.5,1.83333333333333,,33.25,Jefa o jefe,Mujer,Cinco años de  universidad,Casado(a),Sí,33.75
24,19,Urbano,10.9166666666667,9.75,,,2.5,0.25,2.75,8.41666666666667,,33.3333333333333,Esposo(a) o compañero(a),Hombre,Tercero secundaria académica,Casado(a),No,34.5833333333333
25,43,Urbano,5.5,1.5,,,,1.0,1.0,,,13.0,Jefa o jefe,Hombre,Cuatro años de  universidad,Casado(a),Sí,9.0
26,43,Urbano,1.5,3.16666666666667,,,,,,,,9.5,Jefa o jefe,Hombre,Tres años  de universidad,Casado(a),Sí,4.66666666666667
27,43,Urbano,28.75,0.666666666666667,,,,,,,,31.25,Hijo(a),Hombre,Cinco años de  universidad,Soltero(a),No,29.4166666666667
28,43,Urbano,14.1666666666667,7.25,,,,0.5,0.666666666666667,,,24.5833333333333,Jefa o jefe,Mujer,Seis años de  universidad,Divorciado(a),Sí,22.5833333333333
29,43,Urbano,6.48333333333333,0.633333333333333,,0.5,,0.416666666666667,0.916666666666667,,,12.0333333333333,Jefa o jefe,Hombre,Cuatro años de  universidad,Soltero(a),Sí,8.95
30,43,Urbano,6.91666666666667,6.23333333333333,3.33333333333333,1.5,1.5,,6.33333333333333,,0.166666666666667,21.65,Jefa o jefe,Mujer,Cuarto primaria,Divorciado(a),Sí,25.9833333333333
31,1,Urbano,5.6,11.9166666666667,,0.666666666666667,,,0.666666666666667,2.66666666666667,,21.35,Jefa o jefe,Mujer,Segundo primaria,Viudo(a),No,21.5166666666667
32,1,Urbano,36.1666666666667,13.4166666666667,6.0,1.0,,,7.0,18.6666666666667,1.16666666666667,94.6833333333333,Hijo(a),Mujer,Cuarto primaria,En unión libre o juntado(a),No,83.4166666666667
33,1,Urbano,4.16666666666667,4.75,2.0,0.75,,0.833333333333333,3.58333333333333,4.91666666666667,0.333333333333333,31.0,Yerno o nuera,Hombre,Quinto secundaria académica con título de bachiller,En unión libre o juntado(a),Sí,21.3333333333333
34,1,Urbano,4.83333333333333,1.16666666666667,,1.5,,,1.5,1.0,0.05,10.6333333333333,Nieto(a),Mujer,Sexto primaria,Soltero(a),No,10.05
35,1,Urbano,3.0,1.5,1.0,0.25,,0.25,1.5,5.33333333333333,,13.3333333333333,Nieto(a),Hombre,Sexto primaria,Soltero(a),No,12.8333333333333
36,1,Urbano,8.75,9.0,3.0,1.0,,,4.0,7.0,,37.75,Jefa o jefe,Mujer,Sexto primaria,En unión libre o juntado(a),No,32.75
37,1,Urbano,5.33333333333333,1.0,1.0,1.5,,1.5,4.0,,,10.8333333333333,Esposo(a) o compañero(a),Hombre,Tercero secundaria académica,En unión libre o juntado(a),Sí,14.3333333333333
38,1,Urbano,10.5,6.83333333333333,3.0,3.33333333333333,,,6.33333333333333,35.5833333333333,3.0,63.5833333333333,Hijo(a),Mujer,Primero secundaria académica,Soltero(a),No,68.5833333333333
39,1,Urbano,4.0,0.666666666666667,1.0,0.333333333333333,0.0833333333333333,,1.41666666666667,,6.66666666666667,20.75,Jefa o jefe,Mujer,Años de primaria ignorados,Casado(a),Sí,14.1666666666667
40,1,Urbano,10.4166666666667,9.58333333333333,3.0,0.5,,,3.5,,2.0,25.5,Hijo(a),Mujer,Primero secundaria académica,En unión libre o juntado(a),No,29.0
41,1,Urbano,0.333333333333333,1.91666666666667,0.166666666666667,0.0833333333333333,,,0.25,,,2.5,Hijo(a),Hombre,Sexto primaria,Soltero(a),No,2.75
42,1,Urbano,0.166666666666667,,0.25,,,0.35,0.6,,,1.26666666666667,Yerno o nuera,Hombre,Tercero secundaria académica,En unión libre o juntado(a),Sí,1.36666666666667
43,1,Urbano,1.5,2.5,,0.5,,,0.5,,4.0,13.75,Esposo(a) o compañero(a),Hombre,Ignorado,Casado(a),Sí,9.0
44,1,Urbano,6.46666666666667,8.66666666666667,0.5,0.333333333333333,,,0.833333333333333,4.58333333333333,,20.8,Esposo(a) o compañero(a),Mujer,Quinto secundaria académica con título de bachiller,En unión libre o juntado(a),Sí,21.3833333333333
45,1,Urbano,6.25,4.5,2.0,0.666666666666667,,0.416666666666667,3.08333333333333,8.08333333333333,,23.6666666666667,Otro(a) familiar,Mujer,Tercero secundaria académica,Soltero(a),No,25.0
46,1,Urbano,28.6666666666667,5.66666666666667,3.0,,,,3.0,,,45.6666666666667,Jefa o jefe,Mujer,Sexto primaria,Soltero(a),Sí,40.3333333333333
47,1,Urbano,2.66666666666667,1.41666666666667,0.333333333333333,1.0,,,1.33333333333333,0.333333333333333,,16.0833333333333,Hijo(a),Hombre,Segundo secundario académica,Soltero(a),No,7.08333333333333
48,1,Urbano,8.16666666666667,3.58333333333333,0.666666666666667,0.25,0.5,0.166666666666667,1.58333333333333,,,16.8333333333333,Hijo(a),Hombre,Quinto secundaria académica con título de bachiller,Soltero(a),No,14.9166666666667
49,1,Urbano,7.75,2.78333333333333,,0.166666666666667,0.116666666666667,,0.283333333333333,,,13.4,Hijo(a),Mujer,Quinto secundaria académica con título de bachiller,Soltero(a),No,11.1
50,1,Urbano,13.8333333333333,9.91666666666667,0.166666666666667,0.0833333333333333,,,0.25,10.0,0.666666666666667,38.8333333333333,Jefa o jefe,Mujer,Segundo secundario académica,Casado(a),Sí,34.9166666666667
51,1,Urbano,11.1666666666667,0.75,,0.333333333333333,,,1.33333333333333,0.916666666666667,0.583333333333333,14.75,"Padre, madre",Mujer,Sexto primaria,Casado(a),No,15.0833333333333
52,1,Urbano,4.75,2.0,0.5,,,,0.5,2.08333333333333,0.166666666666667,10.4166666666667,"Padre, madre",Hombre,Sexto primaria,Casado(a),Sí,10.0
53,1,Urbano,0.75,3.75,1.5,0.25,,,1.75,2.5,,20.0833333333333,Hijo(a),Hombre,Primero secundaria académica,Soltero(a),No,10.5
54,1,Urbano,7.0,5.66666666666667,,0.5,,,0.5,7.0,,22.0,Jefa o jefe,Mujer,Sexto primaria,Soltero(a),Sí,20.6666666666667
55,1,Urbano,27.4166666666667,14.9333333333333,2.5,,0.166666666666667,,2.83333333333333,14.1666666666667,0.166666666666667,62.1833333333333,Jefa o jefe,Mujer,Primero secundaria académica,En unión libre o juntado(a),No,62.1833333333333
56,1,Urbano,15.8333333333333,10.1666666666667,,,,0.0833333333333333,0.0833333333333333,,,27.5833333333333,Jefa o jefe,Hombre,Ninguno,Casado(a),Sí,26.1666666666667
57,1,Urbano,12.9333333333333,10.0,1.0,0.75,,,1.75,11.1666666666667,,37.8166666666667,Jefa o jefe,Mujer,Quinto primaria,Soltero(a),Sí,37.6
58,1,Urbano,3.0,11.75,5.13333333333333,10.0,,,15.1333333333333,9.0,,39.8833333333333,Hijo(a),Mujer,Cuarto primaria,Soltero(a),No,54.0166666666667
59,44,Urbano,14.55,7.25,1.33333333333333,0.25,,,1.58333333333333,,,28.8833333333333,Jefa o jefe,Mujer,Cinco años de  universidad,Viudo(a),Sí,24.9666666666667
60,44,Urbano,10.0,1.3,,,,,,,,16.4666666666667,Jefa o jefe,Mujer,Cinco años de  universidad,Casado(a),Sí,11.3
61,44,Urbano,12.4833333333333,3.83333333333333,,,,,,,,16.3166666666667,Esposo(a) o compañero(a),Hombre,Seis años de  universidad,Casado(a),Sí,16.3166666666667
62,44,Urbano,16.8166666666667,10.75,0.85,1.25,,,3.1,2.5,0.25,37.25,Jefa o jefe,Mujer,Quinto secundaria académica con título de bachiller,Separado,Sí,35.5166666666667
63,44,Urbano,14.2,5.96666666666667,,0.216666666666667,,,0.216666666666667,,,22.1333333333333,Jefa o jefe,Mujer,Cuatro años de  universidad,Divorciado(a),"No, lo hace otra institución o persona fuera del hogar que vive en el país",20.6
64,44,Urbano,24.3333333333333,24.6666666666667,2.0,1.0,3.0,0.5,7.5,,,65.3333333333333,Jefa o jefe,Mujer,Quinto secundaria académica con título de bachiller,Divorciado(a),Sí,63.0
65,44,Urbano,2.58333333333333,3.58333333333333,,,,,,0.5,,7.66666666666667,Hijo(a),Mujer,Cuarto secundaria académica,Soltero(a),No,6.66666666666667
66,44,Urbano,14.3333333333333,1.28333333333333,,,,,,,,16.6166666666667,Jefa o jefe,Mujer,Tres años de maestría o doctorado,Casado(a),Sí,15.6166666666667
67,44,Urbano,2.25,1.53333333333333,,,0.166666666666667,0.75,0.916666666666667,,1.0,8.45,Esposo(a) o compañero(a),Hombre,Seis años de  universidad,Casado(a),Sí,6.61666666666667
68,44,Urbano,,0.816666666666667,,,,,,,,1.06666666666667,Hijo(a),Mujer,Quinto secundaria académica con título de bachiller,Soltero(a),No,0.816666666666667
69,44,Urbano,26.8333333333333,15.5833333333333,3.0,1.0,1.66666666666667,,6.16666666666667,,,52.5833333333333,Jefa o jefe,Mujer,Cuarto secundaria académica,Viudo(a),No,54.25
70,44,Urbano,3.0,4.75,,,,,,,5.0,12.8333333333333,Hijo(a),Mujer,Quinto secundaria académica con título de bachiller,Separado,Sí,12.75
71,44,Urbano,3.08333333333333,5.25,,,,,,,,17.1666666666667,Hijo(a),Hombre,Cinco años de  universidad,Soltero(a),Sí,8.33333333333333
72,44,Urbano,,3.08333333333333,,,,,,,,4.08333333333333,Nieto(a),Mujer,Primero secundaria académica,Soltero(a),No,3.08333333333333
73,44,Urbano,1.33333333333333,5.0,,0.333333333333333,,,0.333333333333333,16.0,,23.3333333333333,Jefa o jefe,Hombre,Quinto secundaria académica con título de bachiller,Casado(a),Sí,23.0
74,44,Urbano,23.75,19.35,3.5,3.5,,0.5,7.5,25.5,,78.2666666666667,Esposo(a) o compañero(a),Mujer,Quinto secundaria académica con título de bachiller,Casado(a),Sí,83.6
75,20,Urbano,9.16666666666667,5.13333333333333,2.0,,,,2.0,,,16.3,Jefa o jefe,Mujer,Segundo secundario académica,Divorciado(a),Sí,18.3
76,20,Urbano,61.5,16.8333333333333,,3.0,,,3.0,,,86.8,Esposo(a) o compañero(a),Mujer,Sexto secundaria técnica con título de bachiller,En unión libre o juntado(a),No,84.3333333333333
77,20,Urbano,0.55,1.16666666666667,,,,,,,,7.13333333333333,Hijo(a),Hombre,Sexto secundaria técnica sin título de bachiller,Soltero(a),Sí,1.71666666666667
78,20,Urbano,9.68333333333333,11.4833333333333,1.33333333333333,1.0,,0.333333333333333,2.66666666666667,,,26.0833333333333,Jefa o jefe,Mujer,Sexto primaria,Viudo(a),Sí,26.5
79,20,Urbano,9.01666666666667,20.5666666666667,1.5,0.166666666666667,,,1.66666666666667,,,51.8333333333333,Jefa o jefe,Hombre,Quinto primaria,Casado(a),Sí,32.9166666666667
80,20,Urbano,30.0833333333333,9.75,2.25,,,,2.25,,,43.9166666666667,Esposo(a) o compañero(a),Mujer,Cuarto secundaria académica,Casado(a),No,44.3333333333333
81,20,Urbano,2.58333333333333,0.75,,0.333333333333333,,0.333333333333333,0.666666666666667,,,6.0,Hijo(a),Mujer,Cuatro años de  universidad,Soltero(a),No,4.66666666666667
82,20,Urbano,6.75,5.5,1.33333333333333,0.25,,,1.58333333333333,,0.0833333333333333,16.0,Jefa o jefe,Mujer,Cinco años de  universidad,En unión libre o juntado(a),Sí,15.5
83,20,Urbano,23.3333333333333,11.3333333333333,11.0,2.0,1.0,0.333333333333333,14.3333333333333,,0.5,67.0,Jefa o jefe,Mujer,Tres años parauniversitaria,Viudo(a),Sí,63.8333333333333
84,20,Urbano,2.91666666666667,9.71666666666667,,2.33333333333333,,,2.41666666666667,,,16.05,Hijo(a),Mujer,Un  año de universidad,Soltero(a),No,17.3833333333333
85,45,Urbano,15.5,1.41666666666667,0.5,0.5,,0.333333333333333,1.66666666666667,,,24.85,Jefa o jefe,Hombre,Tres años  de universidad,Soltero(a),Sí,19.9166666666667
86,45,Urbano,3.0,16.5,,,,2.0,2.0,,,27.0,Jefa o jefe,Hombre,Un año de maestría o doctorado,Casado(a),Sí,23.5
87,2,Urbano,20.0,6.75,3.0,0.5,2.0,,5.5,,,33.75,Jefa o jefe,Hombre,Tercero primaria,Divorciado(a),Sí,37.75
88,2,Urbano,15.0,12.0833333333333,2.0,0.416666666666667,2.0,,4.41666666666667,10.4166666666667,,42.9166666666667,Esposo(a) o compañero(a),Mujer,Segundo secundario académica,Casado(a),No,46.3333333333333
89,2,Urbano,9.66666666666667,6.16666666666667,5.0,2.0,,0.416666666666667,7.91666666666667,26.4166666666667,,51.6666666666667,Hijo(a),Mujer,Quinto secundaria académica con título de bachiller,Divorciado(a),No,57.5833333333333
90,2,Urbano,12.0,8.0,0.916666666666667,,,0.166666666666667,1.41666666666667,8.08333333333333,,35.0,Hijo(a),Mujer,Quinto secundaria académica sin título de bachiller,En unión libre o juntado(a),No,30.5833333333333
91,2,Urbano,,1.75,,,,,,,,4.08333333333333,Jefa o jefe,Hombre,Sexto primaria,En unión libre o juntado(a),Sí,1.75
92,2,Urbano,29.75,19.6666666666667,1.66666666666667,2.0,1.5,,5.16666666666667,13.5833333333333,,70.6666666666667,Esposo(a) o compañero(a),Mujer,Segundo secundario académica,En unión libre o juntado(a),No,73.3333333333333
93,2,Urbano,7.0,4.33333333333333,1.66666666666667,0.833333333333333,,,2.5,8.91666666666667,,24.7166666666667,Jefa o jefe,Mujer,Cuarto secundaria académica,En unión libre o juntado(a),No,25.25
94,2,Urbano,3.0,15.2,3.0,0.75,,0.166666666666667,3.91666666666667,3.83333333333333,,26.8666666666667,Hijo(a),Mujer,Cuatro años de  universidad,Soltero(a),Sí,29.8666666666667
95,2,Urbano,16.5833333333333,13.4166666666667,4.0,1.0,,,5.0,,,35.0,Jefa o jefe,Mujer,Primero secundaria académica,Divorciado(a),Sí,40.0
96,2,Urbano,4.5,13.4166666666667,,,,,,,,18.5833333333333,Hijo(a),Mujer,Segundo secundario académica,Soltero(a),No,17.9166666666667
97,2,Urbano,1.83333333333333,2.83333333333333,,0.666666666666667,,0.5,1.16666666666667,,,10.1666666666667,Hijo(a),Hombre,Sexto primaria,Soltero(a),Sí,7.0
98,2,Urbano,25.5833333333333,6.16666666666667,4.0,0.333333333333333,,,4.33333333333333,,,40.0833333333333,Jefa o jefe,Mujer,Quinto secundaria académica con título de bachiller,En unión libre o juntado(a),No,40.4166666666667
99,2,Urbano,,,,,,,,,,,Jefa o jefe,Hombre,Segundo secundario académica,En unión libre o juntado(a),Sí,0.0
100,2,Urbano,14.0,9.0,6.0,1.0,,,7.33333333333333,26.0833333333333,3.5,66.5833333333333,Esposo(a) o compañero(a),Mujer,Sexto primaria,En unión libre o juntado(a),No,66.9166666666667
101,2,Urbano,21.0,13.9166666666667,1.0,2.0,0.5,0.5,4.0,,0.166666666666667,43.3333333333333,Esposo(a) o compañero(a),Mujer,Sexto primaria,Casado(a),No,43.0833333333333
102,2,Urbano,7.58333333333333,12.25,,,,,,,,19.8333333333333,Jefa o jefe,Hombre,Sexto primaria,Casado(a),No,19.8333333333333
103,2,Urbano,3.0,9.5,4.0,,0.25,0.0833333333333333,4.33333333333333,,,17.3333333333333,Esposo(a) o compañero(a),Mujer,Sexto primaria,Casado(a),No,21.1666666666667
104,2,Urbano,0.5,1.5,,0.333333333333333,1.16666666666667,1.16666666666667,2.66666666666667,,,4.66666666666667,Hijo(a),Mujer,Segundo secundario académica,Soltero(a),Sí,7.33333333333333
105,2,Urbano,,2.0,,,,,,,,2.0,Hijo(a),Hombre,Primero primaria,Soltero(a),Sí,2.0
106,2,Urbano,24.5,10.5,,,,,,,,35.0,Hijo(a),Hombre,Segundo secundario académica,Soltero(a),No,35.0
107,21,Urbano,35.95,7.25,0.5,0.333333333333333,,0.5,1.33333333333333,,,45.7,Jefa o jefe,Hombre,Sexto secundaria técnica con título de bachiller,Divorciado(a),Sí,45.8666666666667
108,21,Urbano,15.25,7.33333333333333,1.5,1.5,1.5,,4.5,,0.666666666666667,30.1666666666667,Jefa o jefe,Mujer,Seis años de  universidad,Divorciado(a),Sí,32.25
109,21,Urbano,0.583333333333333,1.0,,,,,,,,1.58333333333333,Hijo(a),Hombre,Un  año de universidad,Soltero(a),No,1.58333333333333
110,21,Urbano,12.0833333333333,12.0833333333333,4.33333333333333,1.41666666666667,,0.333333333333333,6.08333333333333,,,33.5833333333333,Jefa o jefe,Mujer,Cuarto primaria,Soltero(a),Sí,36.3333333333333
111,21,Urbano,21.0833333333333,21.5833333333333,8.83333333333333,,2.58333333333333,0.75,12.1666666666667,9.83333333333333,1.0,76.1666666666667,Esposo(a) o compañero(a),Mujer,Cuatro años de  universidad,Casado(a),Sí,77.8333333333333
112,21,Urbano,8.16666666666667,0.166666666666667,2.0,0.75,5.0,,7.75,2.5,,20.75,Hijo(a),Mujer,Cinco años de  universidad,Soltero(a),Sí,26.3333333333333
113,21,Urbano,44.5,20.0833333333333,0.583333333333333,0.333333333333333,,,1.08333333333333,,,67.0833333333333,Jefa o jefe,Mujer,Segundo secundario académica,Soltero(a),No,66.5833333333333
114,21,Urbano,19.8333333333333,11.1666666666667,1.0,,,,1.0,,,42.6666666666667,Jefa o jefe,Mujer,Sexto primaria,Soltero(a),No,33.0
115,21,Urbano,29.75,14.5833333333333,4.5,0.75,,,5.25,,,51.5833333333333,Jefa o jefe,Hombre,Sexto primaria,Casado(a),Sí,54.8333333333333
116,21,Urbano,19.0,14.5833333333333,4.5,0.75,,,5.25,,,40.8333333333333,Esposo(a) o compañero(a),Mujer,Tercero secundaria académica,Casado(a),No,44.0833333333333
117,21,Urbano,3.5,3.66666666666667,1.0,,,0.333333333333333,1.33333333333333,,,9.16666666666667,Jefa o jefe,Hombre,Tercero primaria,Divorciado(a),Sí,9.83333333333333
118,21,Urbano,5.16666666666667,2.91666666666667,,,,,,,,11.25,Hijo(a),Hombre,Segundo secundario académica,Casado(a),Sí,8.08333333333333
119,21,Urbano,21.5833333333333,17.25,2.91666666666667,3.0,1.0,0.416666666666667,7.33333333333333,13.1666666666667,,60.75,Jefa o jefe,Mujer,Sexto primaria,Soltero(a),Sí,66.6666666666667
120,21,Urbano,6.41666666666667,18.25,3.0,2.0,,,5.0,2.33333333333333,,44.6666666666667,Jefa o jefe,Mujer,Tercero secundaria académica,Soltero(a),Sí,37.0
121,21,Urbano,18.0,,,,,,,,,22.0,Otro(a) familiar,Mujer,Segundo secundario académica,Soltero(a),Sí,18.0
122,21,Urbano,15.0,25.1666666666667,4.66666666666667,1.66666666666667,4.0,1.0,11.3333333333333,,,52.5,Esposo(a) o compañero(a),Mujer,Sexto primaria,En unión libre o juntado(a),Sí,62.8333333333333
123,22,Urbano,12.3333333333333,7.31666666666667,1.66666666666667,3.5,0.5,0.416666666666667,6.08333333333333,14.4166666666667,,43.9833333333333,Jefa o jefe,Mujer,Tercero secundaria académica,Divorciado(a),Sí,46.2333333333333
124,22,Urbano,19.8333333333333,17.3333333333333,0.833333333333333,0.5,0.416666666666667,,1.75,4.08333333333333,4.33333333333333,57.0833333333333,Esposo(a) o compañero(a),Mujer,Tercero secundaria académica,Casado(a),No,49.0833333333333
125,22,Urbano,2.75,5.0,0.333333333333333,0.5,0.25,1.16666666666667,2.25,,,10.5,Hijo(a),Mujer,Segundo secundario académica,Soltero(a),No,12.25
126,22,Urbano,,3.08333333333333,0.75,1.5,,,2.25,,,12.4166666666667,Jefa o jefe,Mujer,Tres años  de universidad,Casado(a),Sí,7.58333333333333
127,22,Urbano,15.8333333333333,3.33333333333333,0.5,,,,0.5,,,22.0833333333333,Esposo(a) o compañero(a),Hombre,Quinto secundaria académica con título de bachiller,Casado(a),Sí,20.1666666666667
128,22,Urbano,2.16666666666667,1.0,,,,,,,,5.33333333333333,Jefa o jefe,Hombre,Tres años  de universidad,Casado(a),Sí,3.16666666666667
129,22,Urbano,20.5,11.5833333333333,3.5,1.0,,,4.5,,,37.9166666666667,Esposo(a) o compañero(a),Mujer,Tercero secundaria académica,Casado(a),No,41.0833333333333
130,22,Urbano,2.66666666666667,1.0,,,,,,,,4.5,Hijo(a),Mujer,Seis años de  universidad,Soltero(a),Sí,3.66666666666667
131,22,Urbano,18.9166666666667,12.9166666666667,3.75,1.66666666666667,2.5,0.166666666666667,8.08333333333333,,,43.0,Jefa o jefe,Mujer,Tercero secundaria académica,Casado(a),No,48.0
132,22,Urbano,20.6666666666667,8.83333333333333,2.0,2.0,1.0,,5.0,15.75,,52.75,Esposo(a) o compañero(a),Mujer,Quinto secundaria académica con título de bachiller,Casado(a),No,55.25
133,22,Urbano,0.5,0.583333333333333,,,,0.333333333333333,0.333333333333333,,,4.75,Jefa o jefe,Hombre,Quinto secundaria académica con título de bachiller,Casado(a),Sí,1.75
134,22,Urbano,3.83333333333333,1.16666666666667,,0.166666666666667,,0.5,2.66666666666667,,,21.6666666666667,Hijo(a),Hombre,Quinto secundaria académica con título de bachiller,Soltero(a),No,8.33333333333333
135,22,Urbano,15.1666666666667,13.0,,,,0.666666666666667,0.666666666666667,,25.1666666666667,61.4166666666667,Hijo(a),Mujer,Cuatro años de  universidad,Soltero(a),Sí,54.6666666666667
136,22,Urbano,23.1666666666667,6.75,1.25,1.0,,,2.25,,,32.1666666666667,Jefa o jefe,Mujer,Tercero secundaria académica,Casado(a),Sí,34.4166666666667
137,22,Urbano,,0.333333333333333,,,,,,,,0.333333333333333,Esposo(a) o compañero(a),Hombre,Primero primaria,Casado(a),No,0.333333333333333
138,3,Urbano,10.8333333333333,3.5,,0.333333333333333,,0.5,0.833333333333333,,,16.25,Jefa o jefe,Mujer,Ninguno,Viudo(a),Sí,16.0
139,3,Urbano,5.5,8.33333333333333,6.0,1.33333333333333,,,7.33333333333333,,1.16666666666667,22.3333333333333,Otro(a) no familiar,Mujer,Quinto primaria,Casado(a),No,29.6666666666667
140,3,Urbano,,,,,,,,,,,Jefa o jefe,Hombre,Cuarto primaria,Casado(a),Sí,0.0
141,3,Urbano,6.33333333333333,1.16666666666667,,,,,,,,7.5,Esposo(a) o compañero(a),Mujer,Quinto primaria,Casado(a),No,7.5
142,3,Urbano,0.583333333333333,3.83333333333333,,,,,,,0.5,10.6666666666667,Jefa o jefe,Hombre,Dos años de maestría o doctorado,Casado(a),Sí,4.91666666666667
143,3,Urbano,9.0,0.666666666666667,,0.5,0.333333333333333,,0.833333333333333,,,14.5,Hijo(a),Mujer,Cinco años de  universidad,Soltero(a),Sí,11.3333333333333
144,3,Urbano,2.0,2.66666666666667,,,,0.583333333333333,0.75,,,12.1666666666667,Jefa o jefe,Hombre,Sexto secundaria técnica con título de bachiller,Casado(a),Sí,6.0
145,3,Urbano,23.3333333333333,1.25,11.0,0.466666666666667,3.0,,14.4666666666667,,0.333333333333333,39.8833333333333,Esposo(a) o compañero(a),Mujer,Dos años de  universidad,Casado(a),Sí,53.85
